0;0.89986492;0.0892416 ;0.74931453;0.04545631;0.94596858;0.60289169;0.39779063;0.10450517;0.52967718;0.38942852;0.89385675;0.33615525;0.7853308 ;0.94681702;0.00912858;0.09843372;0.56500851;0.97535212;0.0687136 ;0.97851148;0.03824107;0.15811228;0.06946771;0.34157266;0.50746351
1;0.62840101;0.74294928;0.43597671;0.76049368;0.27949384;0.97874031;0.48751493;0.28585519;0.20829079;0.39513545;0.57883693;0.65406259;0.93570811;0.9435639 ;0.73894199;0.14900855;0.51857565;0.55693651;0.42597693;0.20126652;0.96323024;0.10228471;0.17956516;0.05303226;0.98697985
2;0.87077798;0.90328588;0.30341032;0.26192791;0.10974173;0.07569591;0.25189077;0.2950997 ;0.91352492;0.35592691;0.19394685;0.82973982;0.48475555;0.22404618;0.01807641;0.50713894;0.75478864;0.28171433;0.31669686;0.80323154;0.93534715;0.64981279;0.11643811;0.59700391;0.92210073
3;0.29886665;0.19017488;0.9828405 ;0.9814548 ;0.92988817;0.67809078;0.95965006;0.51511424;0.31507041;0.52669393;0.22368868;0.46803651;0.71645483;0.56891352;0.96049696;0.19426389;0.54896518;0.99148992;0.42618035;0.76889225;0.02521543;0.75642505;0.66873641;0.22016844;0.31115609
4;0.79857559;0.47726382;0.18398803;0.57951445;0.98521674;0.2903067 ;0.42397212;0.44575777;0.35980085;0.41774474;0.89126386;0.4954915 ;0.33786056;0.03831656;0.72815259;0.2725691 ;0.46455509;0.72720242;0.50711665;0.4642856 ;0.9103132 ;0.70424786;0.15584598;0.5436834 ;0.96504509
5;0.24184924;0.52485707;0.01955767;0.37954146;0.64442262;0.97726671;0.67634986;0.94729161;0.40806215;0.43020927;0.81731171;0.92014913;0.6779307 ;0.04355741;0.56508336;0.63503626;0.72564663;0.4279134 ;0.5780366 ;0.74913245;0.87016582;0.65769063;0.32534768;0.3341639 ;0.32994221
6;0.89408159;0.93707186;0.27102917;0.45970777;0.3473826 ;0.74089583;0.96360733;0.24223002;0.15982449;0.06946511;0.62587784;0.70461949;0.10252244;0.28229053;0.75480575;0.10587343;0.84845672;0.78377645;0.02503393;0.92935998;0.7240199 ;0.63666012;0.71016511;0.77498701;0.4949667 
7;0.63969414;0.59539373;0.77306999;0.02230784;0.57387022;0.4820157 ;0.87499219;0.03918659;0.70916768;0.52979367;0.94387342;0.25495714;0.40498206;0.57995195;0.64680817;0.88691505;0.92432966;0.45237555;0.60446004;0.85445766;0.93773112;0.80246734;0.93934151;0.64824618;0.11849918
8;0.56602257;0.18972463;0.50202975;0.25899368;0.1561458 ;0.56368495;0.18119109;0.18489576;0.7245415 ;0.71856877;0.87384357;0.63922408;0.51998758;0.02370268;0.8596037 ;0.03617135;0.25306851;0.13078199;0.81643737;0.78554178;0.44736073;0.32437833;0.08715408;0.48635179;0.18351036
9;0.74266669;0.21500592;0.29537837;0.8515091 ;0.2368711 ;0.66258789;0.7661469 ;0.39708721;0.19232781;0.20738618;0.24424722;0.71452555;0.06508272;0.64307563;0.11107777;0.56013672;0.73415511;0.6485884 ;0.89205732;0.96715899;0.68282484;0.17184378;0.72209072;0.79705919;0.59436692
10;0.25076552;0.95507037;0.41925337;0.8912841 ;0.74118016;0.95918402;0.96434119;0.40382306;0.45446986;0.30220935;0.95974321;0.56752714;0.75550915;0.66820347;0.27977015;0.79142974;0.36950518;0.08052239;0.06166898;0.1295866 ;0.46183924;0.07599496;0.87745054;0.51368326;0.19667597
11;0.6756362 ;0.14184743;0.04673562;0.90319165;0.34555081;0.93547573;0.68654554;0.29175933;0.32154926;0.63406029;0.18995582;0.35427232;0.14655659;0.0265715 ;0.90219664;0.94585443;0.4132397 ;0.80295608;0.05246599;0.54543549;0.94621881;0.35849643;0.60244217;0.44527583;0.54059032
12;0.37632881;0.28956062;0.53599447;0.74515311;0.67530915;0.55842558;0.24743562;0.85043216;0.69230639;0.84260978;0.75621509;0.9353084 ;0.29859425;0.23259775;0.72281612;0.86096564;0.67622976;0.48083463;0.60460283;0.05341876;0.20179509;0.7206162 ;0.41177593;0.6317871 ;0.49529766
13;0.89571907;0.90957628;0.34170878;0.78180458;0.05146296;0.22502213;0.28387563;0.39486577;0.1167966 ;0.58467799;0.05736047;0.38582452;0.66652967;0.49665379;0.6260254 ;0.82824258;0.27027881;0.93394464;0.03232875;0.09065471;0.30615431;0.0740689 ;0.95929991;0.61031572;0.33363662
14;0.48150702;0.80637914;0.79822059;0.0171253 ;0.78384316;0.03927373;0.23833108;0.96940325;0.79954257;0.86701266;0.92335498;0.19180176;0.81055888;0.10998643;0.47730146;0.07804797;0.10734505;0.24453523;0.52584376;0.87900974;0.27585665;0.00638266;0.84895577;0.28113747;0.73588864
